,ABHPRK__38,CTDC_hydrophobicity_ARGP820101.G1,GTPC_uncharger.uncharger.postivecharger,CKSAAGP_negativecharger.uncharger.gap4,CTDC_solventaccess.G3,CKSAAP_TK.gap1,CKSAAGP_negativecharger.uncharger.gap1,formula_C,Cougar__27,CKSAAGP_aromatic.postivecharger.gap2,ABHPRK__18,ABHPRK__57,formula_H,ABHPRK__37,Cougar__28,CKSAAGP_alphaticr.alphaticr.gap5,Cougar__5,NMBroto_CIDH920105.lag2,CKSAAP_SR.gap3,AAC_G,MSW__7,DDE_AP,GTPC_uncharger.postivecharger.alphaticr,QSO3_SC_P,Ez__24,GAAC_uncharge,DDE_WT,APAAC_Pc2.Hydrophilicity.2,CTDC_charge.G3,DDR_I,Z5__56,ABHPRK__20,APAAC_Pc2.Hydrophilicity.1,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDD_hydrophobicity_ZIMJ680101.1.residue0,DDE_PP,CTDD_solventaccess.3.residue75,ABHPRK__79,CKSAAGP_alphaticr.postivecharger.gap3,MSW__1,CTDD_hydrophobicity_FASG890101.3.residue50,APAAC_Pc2.Hydrophobicity.1,CKSAAGP_negativecharger.alphaticr.gap2,PAAC_Xc1.Y,CTriad_g1.g2.g2,CTDD_hydrophobicity_ARGP820101.3.residue75,DDE_WC,CKSAAP_QK.gap3,ABHPRK__81,Cougar__3,y
DBAASP2883,0.63,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.53846,-0.28204,0.0,0.0,0.71795,-0.175,0.61111,-0.18973,1.60976,0.54827,0.40013,0.0,1.0,-0.88823,0.40743,0.0,0.0,0.76513,-0.48148,0.40743,-0.07387,0.0,0.15447,-0.66832,0.0,-0.17185,-0.6843,-0.22629,0.40743,-0.5035,-0.17787,1.94977,-0.01425,1.02857,-0.24586,0.0,0.0,1.0,0.86667,0.52287,0.0,0.0,0.45256,0
DBAASP1283,0.42,-0.23504,0.0,0.0,0.32889,0.0,0.0,-0.15385,-0.11456,0.0,0.0,0.47552,0.175,0.40909,-0.09213,0.94309,-0.72434,0.1566,0.0,0.0,-1.02091,0.0,0.0,0.0,0.23907,-0.12037,0.0,0.22325,0.0,-0.38699,-0.13204,0.0,-0.51103,0.1157,1.00571,0.0,0.17832,-0.32279,0.49144,0.16801,0.92857,-0.15895,0.0,0.0,0.0,-0.07222,0.0,0.0,3.16667,-0.33008,0
DBAASP2824,-0.42,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.30769,0.2783,1.64286,0.0,-0.17094,-0.05,0.61111,0.37194,-0.39024,-0.33454,0.67052,0.0,0.0,-0.37732,0.40743,0.0,0.0,-0.88392,-0.04815,0.40743,1.46475,0.0,-0.38699,-1.04582,0.0,-0.3366,0.29752,4.52571,0.40743,-0.5035,0.47431,1.94977,-0.7828,-1.37143,-0.27055,0.0,0.0,0.0,-0.86667,0.52287,0.0,0.0,0.1458,0
DBAASP62,-0.07,0.20147,0.0,0.0,0.91619,0.0,0.0,0.5,-1.07905,1.04545,0.0,0.92308,0.375,-0.11538,-1.31436,-0.39024,-0.33522,-0.72725,0.0,0.0,-0.58243,-0.37179,0.08333,1.5494,1.58656,0.75661,-0.37179,0.05424,0.0,0.64715,0.20764,0.0,0.54224,0.06375,1.88571,-0.37179,0.43157,-0.41502,-0.38356,0.89838,-0.42857,0.65786,0.0,0.0,0.0,-0.74286,-0.47713,0.0,0.0,-0.36024,0
DBAASP1617,0.34364,0.0,0.0,0.0,-0.11385,0.0,0.0,0.11538,-0.28728,0.0,0.0,0.38462,0.1,-0.08333,-0.28682,0.75261,-0.76354,-0.70273,0.0,0.76923,-0.32137,-0.18977,0.09091,0.0,0.71437,-0.14815,-0.18977,-0.52621,0.0,-0.38699,-0.42569,0.0,-0.16027,0.04577,0.46418,-0.18977,0.75524,-0.37352,0.39422,0.49329,-0.26374,0.2698,0.0,0.0,0.0,0.4,-0.24354,0.0,0.0,-0.78298,0
DBAASP1249,-0.03818,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.38462,-0.10439,0.0,0.0,0.05128,-0.15,-0.08333,-0.12767,0.18118,-1.0036,-0.11916,0.0,0.0,1.12402,-0.18977,0.0,0.0,-1.19143,-0.48148,-0.18977,-0.65856,-1.0,-0.38699,0.32796,0.0,-0.16186,-0.79339,-0.34813,-0.18977,-0.5035,-0.83004,-0.38356,1.37312,0.1978,-0.52729,0.0,0.0,0.0,1.4,-0.24354,0.0,0.0,-1.22892,0
DBAASP4739,-0.42,0.32051,0.0,0.0,1.15111,0.0,0.0,-0.30769,0.46047,0.0,0.0,-0.25175,-0.35,-0.5,0.70561,-0.39024,0.32373,-0.19543,0.0,0.83333,-1.13804,0.0,0.0,1.16575,0.26988,0.24074,0.0,-0.42823,750599937895083.0,0.41138,0.82345,0.125,-0.75252,0.29752,-0.31429,0.0,0.9965,0.18445,0.49144,0.28658,-1.07143,-0.30481,0.0,0.75721,0.0,-0.43333,0.0,0.0,6.33333,0.85684,0
DBAASP75,-0.03818,-0.25641,0.0,0.0,-0.11385,0.0,0.0,0.19231,-1.18286,0.0,0.0,0.38462,-0.075,-0.08333,-1.22312,0.75261,-0.52998,-0.07253,0.0,0.76923,0.37321,-0.18977,0.0,1.54007,0.95725,-0.14815,-0.18977,0.0445,0.0,-0.38699,0.22953,0.0,0.15619,-0.20598,1.68264,-0.18977,-0.12587,-0.83004,0.39422,0.3933,0.1978,0.57689,0.0,0.0,0.0,0.06667,-0.24354,0.0,0.0,-1.00407,0
DBAASP2531,0.98,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.5,-0.15544,0.0,0.0,0.0,0.875,0.65385,-0.24114,0.60976,0.00901,0.01134,0.0,0.0,-0.37444,-0.37179,0.0,0.0,-0.38334,-0.48148,-0.37179,-0.60009,0.0,1.13821,-0.20453,0.0,-0.86259,-0.79339,0.37714,-0.37179,-0.5035,0.41502,1.01644,0.09926,0.42857,-0.84661,0.0,0.0,0.0,-0.43333,-0.47713,0.0,0.0,-0.32342,0
DBAASP2528,0.34364,0.0,0.0,0.0,-0.11385,0.0,0.0,0.30769,1.03853,0.0,0.0,0.05128,0.025,-0.08333,1.11054,-0.39024,-0.85467,-0.7151,0.0,0.76923,0.28068,-0.18977,0.0,0.0,-0.32863,-0.48148,-0.18977,-1.13041,692861481133922.0,0.61301,0.31732,0.11111,-0.26606,-0.45772,-0.34813,-0.18977,0.5035,0.083,-0.38356,0.6646,0.1978,-0.05389,0.0,0.0,0.0,0.4,-0.24354,0.0,2.92308,-0.65006,0
DBAASP2814,0.63,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.30769,0.29395,1.64286,0.0,-0.17094,-0.05,0.61111,0.11918,0.60976,-0.44323,-0.05614,0.0,0.0,0.20875,0.40743,0.0,0.0,-0.92565,-0.04815,0.40743,-0.62586,0.0,-0.38699,-1.04582,0.0,-0.11559,0.29752,4.52571,0.40743,-0.5035,0.47431,0.78311,-0.7828,-0.77143,-0.22606,0.0,0.0,0.0,0.0,0.52287,0.0,0.0,-0.3195,0
DBAASP4773,-0.07,-0.03663,0.0,0.0,0.21143,0.0,0.0,0.80769,-0.98888,0.0,0.0,0.61538,0.375,-0.11538,-1.19522,-0.39024,-0.15672,0.967,0.1,0.71429,-0.22521,-0.37179,0.0,1.13886,0.80443,0.13757,-0.37179,0.25299,1.0,0.53821,0.27353,0.0,-0.14765,0.29752,-0.37714,-0.37179,-0.15285,-0.83004,-0.38356,1.0683,0.0,-0.33139,0.0,0.0,1.0,-0.12381,-0.47713,0.0,0.0,-0.885,0
DBAASP4583,-0.42,-0.51282,0.0,0.0,0.26564,0.0,0.0,-0.26923,-1.61978,0.0,0.0,-0.28205,-0.225,-0.5,-2.15516,-0.39024,-0.30323,0.116,0.0,0.0,-0.84965,-0.18977,0.09091,2.76564,-0.37386,0.85185,-0.18977,0.64437,0.0,0.91382,-1.10726,0.0,-0.32396,-0.79339,-0.34813,86.19927,0.0,-0.83004,0.39422,0.14123,0.1978,-0.11909,0.0,0.0,0.5,-0.93333,-0.24354,0.0,0.0,0.08942,0
DBAASP824,-0.42,-0.51282,0.0,0.0,1.97333,0.0,0.0,-0.38462,-0.3657,6.9,0.0,-0.61538,-0.7,-0.5,-0.39352,-0.39024,1.14165,0.53133,0.0,0.0,2.40629,0.86328,0.0,0.0,-0.63549,-0.48148,0.86328,0.97587,0.0,-0.38699,0.4766,0.0,2.55212,-0.79339,2.54571,0.86328,0.11014,3.73518,-0.38356,0.35722,-1.07143,3.50248,0.0,3.09878,0.0,-0.975,1.10787,0.0,19.0,1.76808,0
DBAASP1248,-0.03818,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.23077,-0.52082,0.0,0.0,0.05128,-0.2,-0.08333,-0.32726,0.18118,-1.0036,-0.10646,0.0,0.0,0.97837,-0.18977,0.0,0.0,-1.01789,-0.48148,-0.18977,-0.67763,-1.0,-0.38699,0.40076,0.0,-0.15846,-0.79339,-0.34813,-0.18977,-0.5035,-0.83004,-0.38356,0.81844,0.1978,-0.61175,0.0,0.0,0.0,1.4,-0.24354,0.0,0.0,-1.22892,0
DBAASP114,-0.42,-0.51282,0.0,0.0,0.85212,0.0,0.0,-0.07692,-2.60528,1.4375,0.0,-0.61538,0.025,0.5,-3.01717,-0.39024,-0.1555,0.36932,0.0,0.0,-0.61638,0.19861,0.11111,3.76948,-0.80242,0.70034,0.19861,0.74041,0.0,-0.38699,1.08055,0.0,-0.56405,-0.79339,2.60571,0.19861,0.38907,0.31126,-0.38356,-0.79956,-1.48052,-0.41118,0.0,0.0,0.0,-0.23636,0.25489,0.0,0.0,0.71902,0
DBAASP4451,0.34364,0.0,0.0,0.0,0.26564,0.0,0.0,0.03846,0.51506,0.0,0.0,0.38462,0.4,-0.08333,0.52334,0.18118,-0.04365,-0.88282,0.0,0.76923,-1.12066,-0.18977,0.0,0.0,0.67055,-0.14815,-0.18977,-0.13427,-1.0,0.33171,-0.33181,0.0,0.14658,0.12969,0.87033,-0.18977,-0.12587,0.083,1.17199,0.43788,-0.26374,0.03444,0.0,0.0,1.0,0.4,-0.24354,0.0,2.92308,0.21637,0
DBAASP4178,-0.03818,-0.25641,0.0,0.0,0.26564,0.0,0.0,0.80769,0.23174,0.0,0.0,-0.28205,0.625,0.33333,0.07056,0.18118,-0.12512,0.76103,0.0,0.0,1.40144,-0.18977,0.0,0.0,-0.18238,-0.14815,345.3664,1.32584,0.0,0.53821,-0.14655,0.0,0.20489,-0.45772,-0.34813,-0.18977,-0.25175,0.53953,0.39422,0.4887,-1.18681,-1.05674,0.0,0.0,0.0,-0.6,-0.24354,0.0,2.92308,0.21237,0
DBAASP3730,-0.42,0.25641,0.0,0.0,0.64513,0.0,0.0,0.11538,-1.36458,0.0,0.0,0.71795,-0.125,-0.5,-1.44142,1.32404,-0.3785,-0.84218,0.0,0.76923,-0.44815,-0.18977,0.0,1.79802,2.06079,0.51852,-0.18977,0.14051,0.0,-0.38699,0.2013,0.0,0.57986,0.12969,1.68264,-0.18977,0.37762,-0.37352,-0.38356,0.44536,-0.26374,0.79779,0.0,0.0,0.33333,0.06667,-0.24354,0.0,0.0,-0.9715,0
DBAASP3684,-0.42,0.76923,0.0,0.0,0.64513,0.0,0.09091,0.0,-0.88661,0.0,0.36364,-0.28205,0.05,-0.5,-0.16754,-0.39024,2.192,0.87402,0.0,0.0,0.73603,-0.18977,0.0,4.02113,-0.66897,0.51852,-0.18977,1.36997,3464307405669611.5,1.41463,1.79078,0.33333,2.56918,0.12969,0.87033,-0.18977,0.37762,0.99605,0.39422,-2.17403,-2.10989,1.49892,0.0,0.0,0.0,-1.6,-0.24354,0.0,0.0,2.48055,0
DBAASP3446,-0.42,0.82051,0.0,0.0,-0.49333,0.0,0.0,-0.88462,1.32422,0.0,0.0,0.71795,-0.95,-0.5,1.26534,1.60976,0.09446,-0.68063,0.0,3.0,-1.01479,0.40743,0.0,0.0,1.32497,-0.48148,0.40743,-0.06327,900719925474099.0,0.34472,0.0856,0.0,-0.30899,0.18843,-0.22629,0.40743,-0.5035,-0.83004,-0.38356,0.23328,0.42857,0.73169,0.14286,0.0,0.5,0.43333,0.52287,0.0,0.0,0.00495,0
DBAASP1776,0.51333,-0.20979,0.0,0.0,0.40364,0.0,0.0,-0.30769,-1.13228,0.0,0.0,0.18462,0.05,0.5,-1.0139,0.40976,0.13634,-0.04274,0.0,0.0,-0.96164,0.19861,0.11111,1.25604,0.74632,0.3064,0.19861,0.24903,0.0,-0.38699,0.25037,0.0,-1.10812,-0.29752,1.16571,0.19861,-0.20598,-0.25939,-0.38356,-0.28292,1.24675,-1.09945,0.0,0.0,0.0,0.15758,0.25489,0.0,0.0,0.35283,0
DBAASP827,-0.42,1.15385,0.0,0.0,-0.49333,0.0,0.0,-0.23077,3.35261,0.0,0.33333,1.0989,-1.1,-0.5,3.15423,-0.39024,-1.64262,1.27955,0.0,0.0,3.10494,0.86328,0.0,0.0,0.82236,-0.48148,0.86328,1.39752,4503599627370496.0,-0.38699,-0.25922,0.0,4.1941,-0.24793,-0.09429,0.86328,-0.5035,0.083,-0.38356,0.64871,1.92857,0.68636,0.0,0.0,0.0,1.19167,1.10787,0.0,0.0,-0.22065,0
DBAASP1171,0.63,-0.03663,0.0,0.0,-0.14095,0.0,0.0,0.42308,1.19592,0.0,0.0,-0.30769,0.75,0.26923,1.08523,0.10976,0.34419,-0.0648,0.0,0.71429,0.09879,-0.37179,0.0,0.0,-1.05537,-0.17196,-0.37179,0.48728,0.0,0.61301,-0.2867,0.0,0.16578,0.14168,0.0,-0.37179,1.01598,0.83004,0.31644,0.01884,0.0,-0.43026,0.0,0.0,0.0,-0.74286,-0.47713,0.0,0.0,0.31564,0
DBAASP2729,0.34364,0.25641,0.0,0.0,-0.49333,0.0,0.0,0.07692,1.22344,0.0,0.0,-0.28205,0.225,-0.5,1.26271,0.18118,0.32246,0.3294,0.0,0.76923,0.41831,-0.18977,0.0,0.0,-0.73867,-0.14815,-0.18977,-0.15294,692861481133922.0,1.41463,-0.08799,0.0,0.16061,-0.12206,0.05802,-0.18977,-0.5035,0.99605,0.39422,-0.14215,1.58242,-0.36247,0.0,0.0,0.0,0.73333,-0.24354,0.0,0.0,0.34014,0
DBAASP809,-0.42,0.76923,0.0,0.0,0.64513,0.0,0.0,-0.07692,0.07429,0.0,0.09091,0.38462,-0.025,-0.5,0.6671,0.75261,0.2254,0.51048,0.0,0.76923,0.42825,-0.18977,0.0,1.52141,1.37697,0.85185,-0.18977,0.92961,692861481133923.0,0.73821,0.59928,0.0,-0.41882,0.12969,-0.34813,-0.18977,-0.25175,-0.37352,-0.38356,-0.48167,-0.26374,-0.26441,0.0,0.0,0.0,-0.93333,-0.24354,0.0,0.0,0.45442,0
DBAASP2840,1.155,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.30769,0.35059,0.0,0.0,-0.61538,-0.025,1.16667,0.45452,0.60976,-0.31628,-0.19804,0.0,0.0,-0.4054,0.40743,0.0,0.0,-0.74528,-0.04815,0.40743,-0.13879,0.0,-0.38699,-0.96501,0.0,0.06818,0.29752,4.52571,0.40743,-0.5035,2.43083,0.78311,-1.0282,-0.77143,-0.42604,0.0,0.0,0.0,0.0,0.52287,0.0,0.0,0.01915,0
DBAASP866,0.42,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.15385,0.1077,0.0,0.0,0.47552,0.475,0.86364,0.12783,-0.39024,0.82719,1.0671,0.0,0.0,-0.80293,0.0,0.0,0.0,-0.27881,-0.48148,0.0,0.54819,0.0,0.14472,0.76549,0.0,-0.64157,-0.79339,-0.31429,0.0,-0.5035,0.18445,2.24144,0.3649,0.42857,0.07013,0.0,0.0,0.0,-0.79444,0.0,0.0,0.0,0.62365,0
DBAASP2158,1.26,-0.51282,0.0,0.0,-0.08222,0.0,0.0,0.30769,0.35604,0.0,0.0,-0.25175,0.5,1.31818,0.25858,0.27642,0.37546,-0.28496,0.0,0.0,-0.37877,0.0,0.0,0.0,-0.91636,-0.48148,0.0,-0.51716,-0.5,-0.38699,-0.13507,0.0,-0.30006,-0.79339,-0.31429,0.0,-0.09441,1.19895,-0.38356,-0.45011,0.42857,0.00997,0.0,0.0,0.0,1.01111,0.0,0.0,0.0,-0.613,0
DBAASP3777,1.44667,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.03846,-0.391,0.0,0.0,0.18462,0.1,0.5,-0.45609,-0.39024,-0.34648,-0.24866,0.0,0.0,-0.04057,0.19861,0.0,0.0,-0.1669,-0.48148,0.19861,-1.41087,0.0,-0.38699,-0.74021,0.0,0.22773,-0.79339,2.60571,0.19861,-0.5035,0.31126,-0.38356,-0.27112,1.24675,0.00891,0.0,0.0,0.0,0.55152,0.25489,0.0,0.0,-0.90029,0
DBAASP4870,-0.42,0.39627,0.0,0.0,-0.04485,0.0,0.0,-0.57692,0.27597,0.0,0.0,0.98462,-0.25,-0.5,0.31039,0.40976,0.52531,0.7755,0.0,1.81818,-0.80934,0.19861,0.0,0.0,1.57525,-0.08754,0.19861,0.47756,0.0,-0.02602,-0.14904,0.0,1.57854,-0.49587,-0.27429,0.19861,-0.20598,-0.83004,2.61644,-0.00039,0.15584,1.98853,0.0,0.0,0.33333,-0.23636,0.25489,0.0,0.0,1.23071,0
DBAASP1489,-0.42,-0.23504,0.0,0.0,-0.08222,0.0,0.0,0.5,0.27574,3.83333,0.0,-0.61538,0.375,1.31818,0.2091,-0.39024,0.79781,0.69135,0.0,0.0,0.28421,0.0,0.0,0.0,-1.06748,-0.12037,0.0,3.16391,0.0,-0.38699,0.30168,0.0,-4.58284,-0.15702,-0.31429,0.0,0.45105,0.18445,-0.38356,0.43859,-1.07143,-3.5378,0.0,0.0,0.0,-0.79444,0.0,0.0,0.0,0.77645,0
DBAASP3439,-0.42,1.02564,0.0,0.25,0.64513,0.0,0.0,0.11538,0.36435,0.0,0.27273,-0.28205,-0.175,-0.5,0.16997,-0.39024,0.84647,0.76236,0.0,0.76923,0.46012,-0.18977,0.0,2.764,-0.50776,0.85185,-0.18977,1.28993,2078584443401767.2,-0.38699,1.03946,0.22222,2.17287,0.29752,-0.34813,-0.18977,0.5035,0.99605,-0.38356,-1.36833,1.58242,1.25076,0.0,0.0,0.0,0.73333,-0.24354,0.0,0.0,1.40349,0
DBAASP2195,0.34364,-0.51282,0.0,0.0,-0.49333,0.0,0.0,1.11538,-0.25694,1.15,0.0,0.38462,0.725,1.16667,-0.125,-0.39024,-0.95611,0.90203,0.0,0.0,-0.14426,-0.18977,0.0,0.0,-0.12185,-0.48148,-0.18977,0.71857,0.0,0.49431,-0.62769,0.0,-3.6098,-0.79339,0.87033,-0.18977,-0.5035,0.083,1.17199,1.02519,0.1978,-1.68449,0.0,0.0,0.0,0.4,-0.24354,0.0,0.0,-0.56906,0
DBAASP1245,1.155,-0.51282,0.0,0.0,0.49333,0.0,0.0,-0.46154,0.16055,0.0,0.0,0.71795,-0.05,0.61111,0.08748,0.60976,-0.63603,-0.44486,0.0,0.0,-0.78274,0.40743,0.0,0.0,-0.15302,-0.48148,0.40743,-1.6331,0.0,-0.38699,-1.011,0.0,0.75647,-0.79339,-0.75429,0.40743,-0.33986,-0.17787,0.78311,-0.27075,-0.77143,0.39651,0.0,0.0,0.0,0.0,0.52287,0.0,0.0,-0.79696,0
DBAASP2192,-0.03818,0.0,0.0,0.0,0.26564,0.0,0.0,0.80769,0.04678,2.3,0.0,0.05128,0.55,0.33333,0.05584,-0.39024,-0.40856,-0.22434,0.0,0.0,0.97192,-0.18977,0.0,0.0,-0.53373,0.18519,-0.18977,0.52009,0.0,1.13821,0.08947,0.0,-0.42437,0.29752,0.87033,-0.18977,0.25175,0.99605,-0.38356,0.27655,-1.64835,0.32231,0.0,0.0,0.0,0.06667,-0.24354,0.0,0.0,0.26407,0
DBAASP596,0.84,0.04274,0.0,0.0,-0.49333,0.0,0.0,0.42308,0.53825,0.0,0.0,0.47552,0.2,-0.04545,0.62866,0.27642,0.97611,-0.05019,0.0,0.83333,0.93699,0.0,0.0,0.0,-0.09966,-0.12037,0.0,-1.20897,1.0,0.76423,0.06042,0.0,0.35159,-0.24793,-0.31429,0.0,-0.5035,-0.32279,-0.38356,0.2289,1.42857,0.2798,0.0,0.0,0.0,1.01111,0.0,0.0,0.0,-0.15237,0
DBAASP3177,-0.03818,0.0,0.0,0.0,0.26564,0.0,0.0,-0.19231,-0.60404,0.0,0.0,0.38462,-0.1,-0.08333,-0.52157,1.89547,-0.3577,-0.79353,0.0,1.53846,-0.17389,-0.18977,0.0,1.48847,1.4223,-0.14815,-0.18977,-0.16869,0.0,0.22276,0.30473,0.0,0.21581,-0.12206,0.87033,-0.18977,-0.12587,-0.83004,0.39422,0.12029,0.1978,0.70711,0.0,0.0,0.5,-0.6,-0.24354,0.0,0.0,0.02088,0
