,lightgbm,gbc,lda,knn,et,rf,mlp,qda,catboost
random_peptide_22,0.00012191830523215751,0.00026504107716593265,0.001984335098660303,0.0,0.01,0.0,5.19004572188694e-05,2.8223002254481726e-08,6.749706569179872e-05
random_peptide_23,0.3327558892294626,0.3642943278741117,0.16727507266834876,0.3456804330592847,0.65,0.45,0.054073577259996196,0.9999999257775329,0.39609479879879367
random_peptide_24,0.0002703723381245301,0.0001722889692134683,0.004665477308150178,0.0,0.01,0.04,1.0303821818698284e-05,2.1060851426165867e-10,0.00023018474528802344
random_peptide_25,1.669485095044757e-05,0.00012036109683423598,0.0004275427033042315,0.0,0.01,0.0,4.500200982892615e-05,1.7730333323615774e-07,7.75152014112969e-05
random_peptide_26,0.00017288827945719111,0.0030635986256560667,0.0013412320102577447,0.0,0.01,0.02,0.0006199151327491901,3.830122242166503e-10,0.00046612748460121126
random_peptide_27,0.0023914320676562857,0.00018503142399116615,0.0809838675223671,0.0,0.11,0.15,1.0664253918870084e-06,1.676159581287717e-07,0.002586492012481704
random_peptide_28,0.0012384465802488206,0.00014449176121219284,0.009482701135967143,0.0,0.08,0.05,0.000533699979577884,1.5407812491401413e-07,0.0014090314550028046
random_peptide_29,0.00014127984899568814,0.0002907961749538912,0.004835577672861033,0.0,0.01,0.01,0.00010015730890442726,4.8980753668301396e-08,1.46259745702317e-05
random_peptide_30,0.0007022106415812543,0.00043159875220318326,0.013680461861748242,0.21597064049544565,0.1,0.12,0.09346073410449741,0.00014623678916527027,0.0018230243224461424
random_peptide_31,0.011632981090629721,0.3492415174561394,0.4125279069628092,0.21377200846655342,0.19,0.27,0.9982447129928572,0.006121607610853476,0.0038740697557304144
random_peptide_32,0.008061624067401778,0.00040955361940812527,0.028264731436093076,0.1327957247087278,0.1,0.08,0.0019377455965244425,0.00030112046582650453,0.028237702646591232
random_peptide_33,0.0001573544934137994,0.0007522098224761876,0.005178904945841012,0.0,0.04,0.06,0.02675630058790422,6.906926590581856e-07,0.0006787949967883223
random_peptide_34,0.0023796684801717333,0.0035772820350980783,0.007261694557808433,0.0619361594651891,0.02,0.04,6.883999701796579e-06,2.862686108480636e-06,0.0009094815836777873
random_peptide_35,1.7788461981338106e-05,0.00016723966795783798,0.0021119765217934958,0.0,0.0,0.01,5.5421015021142984e-05,6.491312268125507e-08,3.4929447367322146e-05
random_peptide_36,7.597929280493583e-05,0.0005936756733320245,0.00030891213237566647,0.0,0.03,0.11,1.513277470625117e-06,1.71495768159144e-17,5.523815289316533e-05
random_peptide_37,4.430062162307963e-05,0.00015843845405853966,0.00668439201838344,0.0,0.01,0.01,0.0001440861641481336,1.389112120223946e-06,3.5827799061693015e-05
random_peptide_38,5.467376208558449e-05,0.00013551589421755355,0.0010044055299884024,0.0,0.0,0.0,0.0001452318074625904,7.892349140333236e-11,4.718517712165451e-06
random_peptide_39,0.001964561271983048,0.0007023370955572891,0.005026299880004519,0.0,0.06,0.04,0.0016934002980459057,1.7424896012858574e-06,0.0007452711311837498
random_peptide_40,0.00040939088895145464,0.0031797025256411087,0.0028708988027908032,0.0,0.03,0.11,5.33122964599336e-05,2.9920474696960544e-05,0.0001803363386843094
random_peptide_41,0.00014428688541595513,0.00010760625395319905,0.009242283617645864,0.0,0.02,0.03,0.0007742337824558739,1.8399112360800106e-06,0.0011021692024154137
random_peptide_42,0.00013610129911909355,0.0004896224479751366,0.01019953358386444,0.06964586601885554,0.09,0.08,6.0136678599966565e-05,3.734900720528601e-12,4.151668837450351e-05
random_peptide_43,0.000850124788400241,0.0089681710625726,0.015411724552013449,0.1411433147488168,0.07,0.05,0.001038296631231822,9.003882690119671e-06,6.804359893807153e-05
random_peptide_44,0.0017216691535683578,0.0007170670628627529,0.015937648873934392,0.0,0.02,0.04,0.001824024465762707,6.786358481329931e-07,0.00037694425145989277
random_peptide_45,0.001218827061665998,0.0009408768696148837,0.005305778531563213,0.0,0.04,0.05,0.001988251018653478,8.609427773092786e-10,0.00010028969464104243
random_peptide_46,4.555999089751376e-05,0.00017109162090216153,0.0015248646647308668,0.0,0.0,0.0,9.72029612310956e-06,2.635063060884193e-10,4.9090121073124765e-05
random_peptide_47,0.0042607691488779605,0.00023808088228101875,0.016910853854782533,0.0,0.02,0.08,0.01702569903014427,5.302989173245154e-08,0.0001187048851828849
random_peptide_48,0.00011899127736219656,0.0004378308790173879,0.002041718148832894,0.0,0.0,0.01,3.09702714784744e-05,2.990931876579643e-08,0.0005008745495308225
random_peptide_49,4.8144273841847126e-05,0.0003455635427811573,0.0009142200183540021,0.0,0.0,0.0,0.0022118317006262246,4.3979045997337975e-08,0.0002549474024887258
random_peptide_50,0.004854147641782403,0.023875610540349312,0.06879111430051439,0.0674869947778738,0.22,0.25,0.0058737380450425,0.11113225928697094,0.00046024822420768255
random_peptide_51,0.001036701644025554,0.007079172061668183,0.015987892232863312,0.0,0.15,0.13,0.00037778216447821394,9.026510826712861e-10,0.006497002488097094
random_peptide_52,0.015584998046318663,0.03605274123299703,0.04250646535181458,0.25219700601466033,0.25,0.33,0.1695371042734165,0.00023088559679989936,0.4950432276475705
random_peptide_53,0.002308898203602709,0.0006455089753787218,0.014428127114086302,0.0,0.06,0.1,0.0006637252344116628,1.2080388554963649e-12,0.0001948864966337437
random_peptide_54,8.306665935831362e-05,0.00012330139421311902,0.0012434854520180388,0.0,0.0,0.0,2.075605818949771e-06,1.04544973542173e-12,1.3349142506728572e-05
random_peptide_55,0.0032405507669236717,0.0002600761354868056,0.006193749277295237,0.2053163929765908,0.04,0.05,0.09980627230878251,0.0027930651182828817,0.0002564392605734702
random_peptide_56,0.004153977371381524,0.0021796368629898085,0.01275540053769681,0.06448180806632767,0.11,0.19,0.011320288802574047,1.5083031803669379e-09,0.0009163741418396052
random_peptide_57,8.529528494849804e-05,0.00021888563389978286,0.0016465444696376185,0.0,0.0,0.0,7.97553575234564e-06,2.8408382558416253e-09,8.584847680375e-06
random_peptide_58,9.123403798296775e-05,0.00016872472996276036,0.005757478992674931,0.0,0.01,0.02,0.00017186149807847683,1.9235869857897164e-09,6.033208877097713e-05
random_peptide_59,0.0002780403805518938,0.00037184109618067175,0.0035727283271385327,0.0,0.0,0.0,4.4945241297380125e-05,1.1849429714169129e-11,2.2235206087997697e-05
random_peptide_60,0.0020669113497204256,0.0011400030449965502,0.08891171690187112,0.1435077700466559,0.07,0.06,0.06912602560016924,0.00012908795292757697,0.05408510129474463
random_peptide_61,0.0013246247114385547,0.00012383878708864307,0.018644098256309017,0.0,0.02,0.03,0.0008427983351913946,7.288270824828581e-08,6.86761304728414e-05
random_peptide_62,0.011371541238750265,0.002876469143890782,0.013935927386388741,0.21623438648820922,0.11,0.13,0.25000852095511866,2.6994209570144894e-06,0.0013567771388966734
random_peptide_63,0.00014515929627970822,0.0003163253338123438,0.004085039369839658,0.0,0.05,0.14,1.0254170598743127e-05,9.982648141356726e-10,2.3555552695300304e-05
random_peptide_64,0.012482669449357922,0.0007828011052788366,0.017168582652855754,0.20936596751882847,0.13,0.13,0.050212100623502884,0.8504161592424201,0.005180823895917575
random_peptide_65,0.000502989058521459,0.00021430821664775946,0.000908864819979259,0.0,0.02,0.06,0.0005168998471170303,3.8198766269456444e-13,0.0007038609804435907
random_peptide_66,7.46149136588417e-05,0.0005939532630085343,0.010894933958762995,0.0,0.01,0.01,0.0007331842631603309,9.713732273893593e-06,0.00016126238615130032
random_peptide_67,0.004831945563312065,0.004524677329817205,0.007524149287009125,0.0,0.05,0.21,3.8195410028851546e-05,5.5095585517865835e-08,7.710197154906343e-05
random_peptide_68,0.00011762427432619918,0.0008626821934864266,0.0034645493033386536,0.0,0.06,0.01,0.0234929681276023,0.0011795778396768535,0.00027339529677666754
random_peptide_69,0.0019887993778231615,0.0002207978423615907,0.0034650895073650434,0.06764615523623431,0.04,0.03,8.097113147832974e-05,2.3193829492294515e-06,0.0002972442893708674
random_peptide_70,0.07415571557294033,0.01496284218123362,0.0021345340429087026,0.07143158930971244,0.12,0.19,0.46156163163865427,4.6085537308916955e-07,0.030843469036335718
random_peptide_71,0.0501337356385947,0.05915821673677938,0.2483525123032917,0.06495704159341825,0.21,0.24,2.3849122213951483e-08,1.118520627589532e-09,0.033091119632548474
random_peptide_72,0.0001381235363598416,0.000151269080900927,0.001960265097125771,0.0,0.06,0.09,0.00044619647925393466,1.8649194374380344e-11,0.0001101755166669552
random_peptide_73,0.00010182095527910549,0.0013325539963199471,0.0025614666083530763,0.0,0.03,0.06,0.010455306287774377,9.964544348315767e-06,0.0006529819388077613
random_peptide_74,0.00023930351733814163,0.00034540496921050146,0.005536390603072116,0.0,0.01,0.02,0.005423877767514274,6.029143028842185e-07,0.0003830913027999997
random_peptide_75,0.0002652571292293384,0.00020935514276989526,0.007943653299051357,0.06837992965745159,0.02,0.03,0.005844051195368084,6.997602456128058e-07,0.00010782224696942568
random_peptide_76,8.340260843047493e-05,0.0034085236701666484,0.00023436786863208426,0.07077950480317653,0.07,0.03,0.00069159689369177,5.796569287801593e-13,0.0002730502862777611
random_peptide_77,0.0014681497760948635,0.03110666478586248,0.07007463459221734,0.0,0.09,0.23,0.00948966245349444,8.259547448353649e-08,0.0032347666546858208
random_peptide_78,0.002138297458744676,0.014964055329502426,0.10040633589306597,0.1703305936386755,0.15,0.2,0.00023242073997618927,4.116907756015419e-06,0.11325817920408959
random_peptide_79,0.005619827778032481,0.0006302331810003137,0.04273980097539603,0.07177022479179691,0.08,0.07,0.04604168140125306,6.501345472757032e-09,0.0009305351011033376
random_peptide_80,2.1821821943671555e-05,0.00013646013187640412,0.0021128038112638095,0.0,0.0,0.0,7.629985591070723e-05,2.260532179144672e-12,2.3296827960624407e-05
random_peptide_81,0.0007497946249281643,0.0002370476234210077,0.02068048901546343,0.0683593376357979,0.04,0.01,0.003548155853768248,8.955757598585117e-05,0.00395598903237935
random_peptide_82,0.0005011456706932237,0.0047068994528290595,0.012285141245348486,0.0,0.02,0.03,0.00011588141876318934,3.2629619646295395e-06,0.00032912991025897524
random_peptide_83,0.0010064520220974572,0.0023450475949391173,0.0015687236042968603,0.0,0.05,0.08,0.010255193932749176,1.203963885882312e-06,0.0009297612553396094
random_peptide_84,0.0006253397505205751,0.057548009845307994,0.019595394882165003,0.21019980830902216,0.07,0.1,0.004794014670761403,7.364261969181901e-07,0.005245258747785415
random_peptide_85,0.00044715576982815914,0.0002383681444758756,0.039124737813456156,0.06971413720610624,0.09,0.07,0.0005147081724502081,2.684506010276521e-07,0.0007434263335005764
random_peptide_86,0.005131997943446161,0.000534561605213628,0.052483613297884674,0.0,0.06,0.05,0.0005001800622591573,9.150533391011188e-05,0.0019639950019574724
random_peptide_87,0.01126882930568943,0.31818261993614655,0.6125747827053561,0.0,0.21,0.23,0.0018924499429685915,3.6561526217608364e-08,0.004490262237975962
random_peptide_88,0.010601844273551153,0.0008703486722177725,0.023626720996720068,0.0,0.11,0.08,0.024745532471823085,6.325022140289112e-05,0.02132446759150615
random_peptide_89,0.0008648486860722921,0.001341494035548343,0.0037586152662660182,0.0,0.03,0.08,0.0001602835740525824,1.2980491629433036e-18,2.109139581114776e-05
random_peptide_90,0.024415500091143138,0.06480544541258731,0.008697745409842465,0.0,0.13,0.21,0.08931223645760393,5.128013942733042e-06,0.010988835854731784
random_peptide_91,0.00013689584264469826,0.0001572609424838332,0.007302063308966209,0.0,0.03,0.0,0.0001538036988495549,6.165274467210337e-05,6.06628099080299e-05
random_peptide_92,0.0012102354633639744,0.0022697663102276664,0.04666300388461722,0.0,0.07,0.14,7.98293297855243e-05,8.063952158089728e-08,0.00013904516393362942
random_peptide_93,0.00017009947215339602,7.26093892559479e-05,0.015107149936493518,0.19670769305629535,0.04,0.02,0.0012826550083243867,1.0262024691797173e-06,6.920017115633035e-05
random_peptide_94,0.0008063928768291254,0.0002204579826326459,0.006151375546681905,0.0,0.03,0.02,0.006052501881872067,0.0001913564201691857,0.001579492194881363
random_peptide_95,0.01289821308891096,0.0007839889648504698,0.003324844270537167,0.0809261948915557,0.09,0.07,0.011023664496996556,8.95957161590014e-06,0.003822611495207742
random_peptide_96,4.079144663108672e-05,0.00032567864132815853,0.003647217881564801,0.0,0.02,0.03,5.136050062672542e-05,5.871167718761858e-09,4.327075949625513e-05
random_peptide_97,0.00013890580139501083,0.00012036109683423598,0.002432837900418965,0.0,0.04,0.0,9.555666766999913e-05,1.903911304194478e-09,1.778327246012165e-05
random_peptide_98,0.011903796172968745,0.009463805246131309,0.1941270347666145,0.06166497796302743,0.15,0.22,0.3037393898142658,0.9754147240248985,0.02973844299450913
random_peptide_99,0.015644866706949926,0.06397247883802597,0.0215771953541228,0.080042846474336,0.15,0.17,1.1175559171717151e-06,0.24615749061172912,0.0005736622662340632
random_peptide_100,0.01987465535714537,0.002030277215222637,0.05224989521392876,0.2756214403112707,0.16,0.12,0.0270348660003663,0.30559123214244416,0.0034868031535743717
random_peptide_101,0.0003399486241074264,0.00010216624945989992,0.01163457152007581,0.0,0.02,0.03,0.0064010583261412835,5.572021528973293e-06,0.00030803648900906857
random_peptide_102,0.018002328251439683,0.01455299437990017,0.10876097614209024,0.0,0.16,0.18,0.02439129498489869,0.006949474520018094,0.18643144301174294
random_peptide_103,0.00016948120192933374,0.00020652796698948902,0.05993652733610498,0.0,0.01,0.01,0.016280108432303497,1.1037814757791919e-05,0.0005407230003276659
random_peptide_104,0.031047810631890212,0.20767004820813736,0.013599090391015605,0.06683951516567928,0.19,0.14,0.027080560246292584,0.00027576098763753084,0.36294857312307616
random_peptide_105,0.00012063857824904765,0.0004231269295206185,0.005567818933397477,0.0,0.01,0.01,9.75251642581826e-07,3.531472519813392e-15,9.845393021307532e-06
random_peptide_106,3.7573667145642144e-05,0.0001962712943277358,0.001878202698538392,0.0,0.01,0.0,0.00022953554564791208,3.079850552911402e-08,2.0237935901486236e-05
random_peptide_107,0.0004457224076069446,0.0005293377331811715,0.02772361716849635,0.0,0.06,0.05,0.0026603158888569758,1.2659013177958188e-06,0.0016407283381105625
random_peptide_108,0.0007787583830292577,0.00035466819642337473,0.4306556049986036,0.6742862361227956,0.12,0.28,6.22372026378487e-09,1.0,9.181473329948298e-05
random_peptide_109,4.501824848756826e-05,0.00012036109683423598,0.001295824009802846,0.0,0.01,0.0,0.00018128085688235953,2.6374354637535354e-08,5.636876356925584e-05
random_peptide_110,0.0002943365691746709,0.0001473856521999165,0.0021353335607176317,0.0,0.03,0.07,0.003975728684477768,2.4647222699696126e-07,0.00025343733941756845
random_peptide_111,0.00037980828216549657,0.00019419768621602672,0.006065182360633005,0.0,0.03,0.0,0.006976601941826174,2.0120993080492816e-05,0.0005085839272723563
random_peptide_112,5.5143227150344064e-05,6.040919996442604e-05,0.0009197440031574023,0.0,0.02,0.03,3.4594876658919185e-05,7.889295379789705e-09,0.00023862435804351592
random_peptide_113,0.001132903518277,0.0006022750946279537,0.03137401545180928,0.0,0.11,0.04,0.004433313141475017,1.0858422387022184e-08,0.006957627247412484
random_peptide_114,0.00013196372299075008,0.00012384832873634787,0.001368829763349997,0.06896947215663574,0.02,0.01,0.0034524655536840496,2.303353002655855e-06,0.0004009195207704437
random_peptide_115,0.00015419095915067052,9.796519894124985e-05,0.012218943085552537,0.07126896993365973,0.02,0.0,0.0007472665135765929,3.858666518527723e-05,0.0009250965199121174
random_peptide_116,0.12174620543890124,0.5942846797646968,0.020547653092719945,0.14772034608920076,0.15,0.45,0.5066737841468182,0.1566239735528139,0.47209958192965706
random_peptide_117,0.004531078581442481,0.03878403781086342,0.4792846752968592,0.13370768272420022,0.25,0.19,0.90809880733576,0.051609150043024264,0.0018172766132227485
random_peptide_118,0.002098114804191372,0.0015596585484511636,0.03665563025391511,0.06862506938872813,0.13,0.1,0.03606490835044443,9.427253810976355e-07,0.000895894556385167
random_peptide_119,0.0001490790040220323,0.00016195551336627015,0.0008337610414687065,0.0,0.01,0.0,3.4648001590636377e-06,3.8331629814026145e-12,5.482429378930303e-05
random_peptide_120,6.955589973397249e-05,0.00011262047703865798,0.0010978479170734808,0.0,0.01,0.0,0.011654115523950527,6.0895138851285164e-05,0.00022279642535143283
random_peptide_121,0.0005292728735480155,0.00039657109990951796,0.006312620811280056,0.0747940333788912,0.01,0.07,0.11470139467628443,2.5892127589719335e-07,0.001650167816032811
random_peptide_122,0.004512295830792818,0.0011814173038332335,0.026700659329381385,0.3839234255813296,0.25,0.24,0.30353191559987214,8.55839320464428e-05,0.00028316959409329886
random_peptide_123,5.668640925596508e-05,0.00012777306886625945,0.004160652094789779,0.0,0.02,0.0,0.0005542590184179566,1.5409484405975825e-07,0.0005664455636682743
random_peptide_124,0.010963245361516005,0.06771618121874261,0.6936840164732959,0.3288648907521177,0.27,0.36,2.4396944065530183e-11,0.00020321859910495333,0.0020509028160549075
random_peptide_125,0.00043649152835964467,0.0006835103481076431,0.026886041096906933,0.07507684534370554,0.11,0.05,0.002590589701197056,5.957495791261686e-09,0.0038456341726041897
random_peptide_126,0.00030908999613213465,0.0005763695358799645,0.0017313206861259967,0.06965970517092682,0.03,0.02,8.606845975386925e-06,2.92249202142634e-15,0.00013213288679058611
random_peptide_127,7.490781804497313e-05,0.00017803767801789267,0.0034461824903642053,0.0,0.02,0.0,0.006805912311243187,1.6672015331988953e-05,0.00012306153572176905
random_peptide_128,3.480832018956602e-05,0.00017062628216783467,0.011199852238826743,0.0,0.0,0.0,4.252867225553017e-05,9.856385884701984e-09,2.3021860175442473e-05
random_peptide_129,0.03480553145532103,0.0033668178037504944,0.42740920199241467,0.2940666729323341,0.14,0.15,0.7611217340386197,0.9975201459957515,0.11075143746211358
random_peptide_130,0.00011451883619096942,0.0007044983529558025,0.003852957970518566,0.0,0.05,0.06,0.00011374258939272283,2.3371333951211594e-07,0.0001818336591123524
random_peptide_131,0.0030438089246325245,0.00032864110261982536,0.010499643827662492,0.0651242986998256,0.18,0.28,1.9983062751884426e-05,8.230644190731681e-10,0.00038786819783162845
random_peptide_132,2.3915930971796504e-05,0.00015843845405853966,0.0021750042346089307,0.0,0.0,0.0,3.672160274178784e-05,9.65520494279288e-07,1.4516935317455584e-05
random_peptide_133,0.0008279588875026416,0.00037862276484785883,0.1885657101502052,0.0,0.09,0.05,0.0036787265847743073,6.856491758974924e-06,0.0013112528895583434
random_peptide_134,7.164254405556715e-05,0.00014734648740001013,0.0015451660295661823,0.0,0.01,0.0,0.00033082517002924197,3.2352811786511298e-06,8.607221703102036e-05
random_peptide_135,0.0007338697575484291,0.00010816479601112597,0.004711644276897826,0.0,0.01,0.02,2.9915886594225665e-05,1.2618790888826952e-09,3.3253762222076886e-05
random_peptide_136,0.007341273063413213,0.0013414816759152644,0.008210184118699053,0.0,0.08,0.04,0.11655594969215342,4.05164711758594e-05,0.0033752158336070406
random_peptide_137,0.008267588493234621,0.010379347772218672,0.0028405635840362867,0.0,0.04,0.03,0.0013577072804930208,2.7672082870055747e-12,0.0009847453418562607
random_peptide_138,0.007583007255396348,0.0005997830360789971,0.0065950069856352276,0.0,0.0,0.02,0.0014499509788070107,5.625805943096186e-07,0.0006946083407295018
random_peptide_139,1.678345224349428e-05,0.00013088529713372373,0.0014520445003448658,0.0,0.01,0.0,5.9382101723567925e-05,1.1266508699708741e-08,5.2885215897545677e-05
random_peptide_140,0.01735533692995196,0.2315604407007451,0.5511677578019888,0.14523117019746198,0.22,0.32,0.9999373565296122,5.289557551005734e-07,0.006632798259822312
random_peptide_141,0.0027266534167030066,0.0014286660702637415,0.05061504121053227,0.0,0.1,0.04,0.017203545117844096,0.001775762434164222,0.000561096296130859
random_peptide_142,0.00825028833552735,0.003837182202707529,0.08251044252228401,0.0,0.08,0.08,0.04375545645812803,0.0006858145917511808,0.0012821616292092585
random_peptide_143,0.00023299955966145903,0.00501551469906591,0.005561315594914121,0.0,0.02,0.04,0.00038361886204436787,2.5584008387302453e-09,0.00604284310187156
random_peptide_144,0.002331408479912242,0.0023157869689378265,0.014582848104967199,0.20801558730568864,0.16,0.17,0.038259161958234714,2.193901767004319e-05,0.025924242293306733
random_peptide_145,1.53693180111513e-05,0.00012036109683423598,0.0005102027418722211,0.0,0.0,0.0,0.0001914103528145007,2.236980342072601e-09,4.291311802986461e-05
random_peptide_146,0.09341708077973827,0.5560502518517819,0.926022601491276,0.9684716537524457,0.52,0.67,0.9997170082052685,1.0,0.05912291659598836
random_peptide_147,2.5697490741842164e-05,0.0001725822863169494,0.001469635266779878,0.0,0.0,0.01,0.00037019581177184715,4.87826434654859e-09,4.9137899784162116e-05
random_peptide_148,0.0005687821656495964,0.0002236110640958417,0.012698376862897971,0.0,0.02,0.0,0.0051809576796498155,6.885528035553089e-07,0.00030694780083724164
random_peptide_149,0.0002479223439464171,0.0004182467054760763,0.006915615592327267,0.0,0.02,0.05,0.001112118969011706,2.1002872259131188e-07,0.002871640986685405
random_peptide_150,0.002342257668550184,0.0011645930309284016,0.00040515625474765943,0.13380713353348492,0.12,0.1,2.129296869168661e-06,1.3712005260854387e-20,0.0025083380189855026
random_peptide_151,0.04191609730579822,0.14393620952872815,0.731077006442555,0.952001047670279,0.29,0.54,0.9440642518914854,1.0,0.06901544737133931
random_peptide_152,4.2560010966908736e-05,0.00020879453854773377,0.09728552969557108,0.0,0.01,0.0,0.00016150439198378466,4.3384389458798636e-07,0.0003809225679126042
random_peptide_153,8.823285726697664e-05,0.00016647524386324142,0.0015272516045968434,0.0,0.0,0.0,0.003262169933709221,0.00016227422249166828,7.255366686024921e-05
random_peptide_154,0.0016116606575016762,0.0012554628385142296,0.0012871787063402141,0.0,0.02,0.03,0.0009347683371661592,1.6520479641265577e-07,7.823606488177149e-05
random_peptide_155,0.0010400796716607144,0.0006137440580883485,0.0028357651276440707,0.06980723971651848,0.05,0.08,0.0005404607262799039,2.924218461073066e-06,0.0006396765195124087
random_peptide_156,0.0006104503676752226,0.00015837983422816945,0.025984573913037726,0.0,0.05,0.08,0.005278679801518798,6.438762671134218e-05,0.0005103119174153392
random_peptide_157,9.954084543017559e-05,0.00020867217436175957,0.0004601389580313086,0.0,0.0,0.0,2.2982087147098085e-05,1.2024459771719915e-11,3.0415212072989292e-05
random_peptide_158,0.00010241216291437563,0.0011266306790427858,0.005219219828005984,0.07525348354126628,0.13,0.11,0.00016082021136417185,1.6086128933738293e-06,0.003903181017285773
random_peptide_159,4.1803998132413594e-05,0.0002443524263806771,0.0012759485950952652,0.0,0.02,0.0,0.0015959991132813074,2.8941107049757195e-09,1.486071152968483e-05
random_peptide_160,0.001922181598638378,0.0004936475468814425,0.043022045671458536,0.0,0.14,0.16,0.0015681281207649458,0.00012796038866827748,0.0006903621966601981
random_peptide_161,0.00017089288354991963,0.016149474500831942,0.016162880569279184,0.2975289567055909,0.13,0.09,0.001094712584151279,7.166965604921822e-06,0.0006131589854711898
random_peptide_162,3.4011506471426555e-05,0.0001502701996000097,0.0030938814201793593,0.0,0.01,0.0,0.0006644689215870768,7.468841972155875e-06,8.53596249451311e-05
random_peptide_163,0.0007994952355117038,0.0002760227508356802,0.009984238896703359,0.1426503437023687,0.08,0.04,0.006159230749540291,6.151200648471186e-05,0.0006091722447393782
random_peptide_164,0.0010194194153167635,0.0002843609267927406,0.015025667022492344,0.07429748295448065,0.01,0.04,0.0035945619357258523,0.00010787062179249162,0.005097894826164871
random_peptide_165,1.1421641364204955e-05,0.00017630864727510238,0.0006752460086926873,0.0,0.0,0.0,0.00012272066785973712,1.3958791361161422e-11,9.116482700056813e-07
random_peptide_166,0.000120248962333626,0.00028750398702702493,0.003309834032721002,0.0,0.05,0.13,6.620681176316731e-06,3.700215770982762e-10,2.4602284504278537e-05
random_peptide_167,0.06049129759361439,0.006152337837144495,0.05136820848430857,0.3626688109057528,0.13,0.27,0.6542350424627053,0.9973458923603028,0.0034662784434753738
random_peptide_168,0.0028531828346259783,0.0015445092422937405,0.03951780933144482,0.07424889739519408,0.12,0.1,8.465364635679665e-05,2.6729127533795954e-05,0.0008064894201457982
random_peptide_169,0.00015474427799060624,0.000280824426478482,0.005748938113407538,0.0,0.03,0.05,7.943425370814113e-06,1.5643804071849887e-14,8.13669750854696e-06
random_peptide_170,6.918878697732867e-05,0.00011079689483977814,0.006257159941047158,0.0,0.03,0.01,2.936161446054866e-05,9.0920522235396e-11,2.164886425354503e-05
