,lightgbm,gbc,lda,knn,et,rf,mlp,qda,catboost
random_peptide_42,0,0,0,0,0,0,0,0,0
random_peptide_43,0,0,0,0,0,0,0,0,0
random_peptide_44,0,0,0,0,0,0,0,0,0
random_peptide_45,0,0,0,0,0,0,0,0,0
random_peptide_46,0,0,0,0,0,0,0,0,0
random_peptide_47,0,0,0,0,0,0,0,0,0
random_peptide_48,0,0,0,0,0,0,0,0,0
random_peptide_49,0,0,0,0,0,0,0,0,0
random_peptide_50,0,0,0,0,0,0,0,0,0
random_peptide_51,0,0,0,0,0,0,0,0,0
random_peptide_52,0,0,0,0,0,0,0,0,0
random_peptide_53,0,0,0,0,0,0,0,0,0
random_peptide_54,0,0,0,0,0,0,0,0,0
random_peptide_55,0,0,0,0,0,0,0,0,0
random_peptide_56,0,0,0,0,0,0,0,0,0
random_peptide_57,0,0,0,0,0,0,0,0,0
random_peptide_58,0,0,0,0,0,0,0,0,0
random_peptide_59,0,0,0,0,0,0,0,0,0
random_peptide_60,0,0,0,0,0,0,0,0,0
random_peptide_61,0,0,0,0,0,0,0,0,0
random_peptide_62,0,0,0,0,0,0,0,0,0
random_peptide_63,0,0,0,0,0,0,0,0,0
random_peptide_64,0,0,0,0,0,0,0,1,0
random_peptide_65,0,0,0,0,0,0,0,0,0
random_peptide_66,0,0,0,0,0,0,0,0,0
random_peptide_67,0,0,0,0,0,0,0,0,0
random_peptide_68,0,0,0,0,0,0,0,0,0
random_peptide_69,0,0,0,0,0,0,0,0,0
random_peptide_70,0,0,0,0,0,0,0,0,0
random_peptide_71,0,0,0,0,0,0,0,0,0
random_peptide_72,0,0,0,0,0,0,0,0,0
random_peptide_73,0,0,0,0,0,0,0,0,0
random_peptide_74,0,0,0,0,0,0,0,0,0
random_peptide_75,0,0,0,0,0,0,0,0,0
random_peptide_76,0,0,0,0,0,0,0,0,0
random_peptide_77,0,0,0,0,0,0,0,0,0
random_peptide_78,0,0,0,0,0,0,0,0,0
random_peptide_79,0,0,0,0,0,0,0,0,0
random_peptide_80,0,0,0,0,0,0,0,0,0
random_peptide_81,0,0,0,0,0,0,0,0,0
random_peptide_82,0,0,0,0,0,0,0,0,0
random_peptide_83,0,0,0,0,0,0,0,0,0
random_peptide_84,0,0,0,0,0,0,0,0,0
random_peptide_85,0,0,0,0,0,0,0,0,0
random_peptide_86,0,0,0,0,0,0,0,0,0
random_peptide_87,0,0,1,0,0,0,0,0,0
random_peptide_88,0,0,0,0,0,0,0,0,0
random_peptide_89,0,0,0,0,0,0,0,0,0
random_peptide_90,0,0,0,0,0,0,0,0,0
random_peptide_91,0,0,0,0,0,0,0,0,0
random_peptide_92,0,0,0,0,0,0,0,0,0
random_peptide_93,0,0,0,0,0,0,0,0,0
random_peptide_94,0,0,0,0,0,0,0,0,0
random_peptide_95,0,0,0,0,0,0,0,0,0
random_peptide_96,0,0,0,0,0,0,0,0,0
random_peptide_97,0,0,0,0,0,0,0,0,0
random_peptide_98,0,0,0,0,0,0,0,1,0
random_peptide_99,0,0,0,0,0,0,0,0,0
random_peptide_100,0,0,0,0,0,0,0,0,0
random_peptide_101,0,0,0,0,0,0,0,0,0
random_peptide_102,0,0,0,0,0,0,0,0,0
random_peptide_103,0,0,0,0,0,0,0,0,0
random_peptide_104,0,0,0,0,0,0,0,0,0
random_peptide_105,0,0,0,0,0,0,0,0,0
random_peptide_106,0,0,0,0,0,0,0,0,0
random_peptide_107,0,0,0,0,0,0,0,0,0
random_peptide_108,0,0,0,1,0,0,0,1,0
random_peptide_109,0,0,0,0,0,0,0,0,0
random_peptide_110,0,0,0,0,0,0,0,0,0
random_peptide_111,0,0,0,0,0,0,0,0,0
random_peptide_112,0,0,0,0,0,0,0,0,0
random_peptide_113,0,0,0,0,0,0,0,0,0
random_peptide_114,0,0,0,0,0,0,0,0,0
random_peptide_115,0,0,0,0,0,0,0,0,0
random_peptide_116,0,1,0,0,0,0,1,0,0
random_peptide_117,0,0,0,0,0,0,1,0,0
random_peptide_118,0,0,0,0,0,0,0,0,0
random_peptide_119,0,0,0,0,0,0,0,0,0
random_peptide_120,0,0,0,0,0,0,0,0,0
random_peptide_121,0,0,0,0,0,0,0,0,0
random_peptide_122,0,0,0,0,0,0,0,0,0
random_peptide_123,0,0,0,0,0,0,0,0,0
random_peptide_124,0,0,1,0,0,0,0,0,0
random_peptide_125,0,0,0,0,0,0,0,0,0
random_peptide_126,0,0,0,0,0,0,0,0,0
random_peptide_127,0,0,0,0,0,0,0,0,0
random_peptide_128,0,0,0,0,0,0,0,0,0
random_peptide_129,0,0,0,0,0,0,1,1,0
random_peptide_130,0,0,0,0,0,0,0,0,0
random_peptide_131,0,0,0,0,0,0,0,0,0
random_peptide_132,0,0,0,0,0,0,0,0,0
random_peptide_133,0,0,0,0,0,0,0,0,0
random_peptide_134,0,0,0,0,0,0,0,0,0
random_peptide_135,0,0,0,0,0,0,0,0,0
random_peptide_136,0,0,0,0,0,0,0,0,0
random_peptide_137,0,0,0,0,0,0,0,0,0
random_peptide_138,0,0,0,0,0,0,0,0,0
random_peptide_139,0,0,0,0,0,0,0,0,0
random_peptide_140,0,0,1,0,0,0,1,0,0
random_peptide_141,0,0,0,0,0,0,0,0,0
random_peptide_142,0,0,0,0,0,0,0,0,0
random_peptide_143,0,0,0,0,0,0,0,0,0
random_peptide_144,0,0,0,0,0,0,0,0,0
random_peptide_145,0,0,0,0,0,0,0,0,0
random_peptide_146,0,1,1,1,1,1,1,1,0
random_peptide_147,0,0,0,0,0,0,0,0,0
random_peptide_148,0,0,0,0,0,0,0,0,0
random_peptide_149,0,0,0,0,0,0,0,0,0
random_peptide_150,0,0,0,0,0,0,0,0,0
random_peptide_151,0,0,1,1,0,1,1,1,0
random_peptide_152,0,0,0,0,0,0,0,0,0
random_peptide_153,0,0,0,0,0,0,0,0,0
random_peptide_154,0,0,0,0,0,0,0,0,0
random_peptide_155,0,0,0,0,0,0,0,0,0
random_peptide_156,0,0,0,0,0,0,0,0,0
random_peptide_157,0,0,0,0,0,0,0,0,0
random_peptide_158,0,0,0,0,0,0,0,0,0
random_peptide_159,0,0,0,0,0,0,0,0,0
random_peptide_160,0,0,0,0,0,0,0,0,0
random_peptide_161,0,0,0,0,0,0,0,0,0
random_peptide_162,0,0,0,0,0,0,0,0,0
random_peptide_163,0,0,0,0,0,0,0,0,0
random_peptide_164,0,0,0,0,0,0,0,0,0
random_peptide_165,0,0,0,0,0,0,0,0,0
random_peptide_166,0,0,0,0,0,0,0,0,0
random_peptide_167,0,0,0,0,0,0,1,1,0
random_peptide_168,0,0,0,0,0,0,0,0,0
random_peptide_169,0,0,0,0,0,0,0,0,0
random_peptide_170,0,0,0,0,0,0,0,0,0
random_peptide_171,0,0,0,0,0,0,0,0,0
random_peptide_172,0,0,0,0,0,0,0,0,0
random_peptide_173,0,0,0,0,0,0,0,0,0
random_peptide_174,0,0,0,0,0,0,0,0,0
random_peptide_175,0,0,0,0,0,0,0,0,0
random_peptide_176,0,0,0,0,0,0,0,0,0
random_peptide_177,0,0,0,0,0,0,0,0,0
random_peptide_178,0,0,0,0,0,0,0,0,0
random_peptide_179,0,0,0,0,0,0,1,0,0
random_peptide_180,0,0,0,0,0,0,0,0,0
random_peptide_181,0,0,1,1,0,1,1,1,0
random_peptide_182,0,0,0,0,0,0,0,0,0
random_peptide_183,0,0,0,0,0,0,0,0,0
random_peptide_184,0,0,0,0,0,0,0,0,0
random_peptide_185,0,0,0,0,0,0,0,1,0
random_peptide_186,0,0,0,0,0,0,0,0,0
random_peptide_187,0,0,0,0,0,0,0,0,0
random_peptide_188,0,0,0,0,0,0,0,0,0
random_peptide_189,0,0,0,0,0,0,0,0,0
random_peptide_190,0,0,0,0,0,0,0,0,0
random_peptide_191,0,0,0,0,0,0,0,0,0
random_peptide_192,0,0,0,0,0,0,0,0,0
random_peptide_193,0,0,0,0,0,0,0,0,0
random_peptide_194,0,0,0,0,0,0,0,0,0
random_peptide_195,0,0,0,0,0,0,0,0,0
random_peptide_196,0,0,0,0,0,0,0,1,0
random_peptide_197,0,0,1,0,0,0,1,1,0
random_peptide_198,0,0,0,0,0,0,0,0,0
random_peptide_199,0,0,0,0,0,0,0,0,0
random_peptide_200,0,0,0,0,0,0,0,0,0
random_peptide_201,0,0,0,0,0,0,0,0,0
random_peptide_202,0,0,0,0,0,0,0,0,0
random_peptide_203,0,0,0,0,0,0,0,0,0
random_peptide_204,0,0,0,0,0,0,0,0,0
random_peptide_205,0,0,0,0,0,0,0,0,0
random_peptide_206,0,0,0,0,0,0,0,0,0
random_peptide_207,0,0,0,0,0,0,0,0,0
random_peptide_208,0,0,0,0,0,0,0,0,0
random_peptide_209,0,0,0,0,0,0,0,0,0
random_peptide_210,0,0,0,0,0,0,0,0,0
random_peptide_211,0,0,0,0,0,0,0,0,0
random_peptide_212,0,0,0,0,0,0,0,0,0
random_peptide_213,0,0,0,0,0,0,0,0,0
random_peptide_214,0,0,0,0,0,0,0,0,0
random_peptide_215,0,0,0,0,0,0,0,0,0
random_peptide_216,0,0,0,0,0,0,0,0,0
random_peptide_217,0,0,0,0,0,0,0,0,0
random_peptide_218,0,0,0,0,0,0,0,0,0
random_peptide_219,0,0,0,0,0,0,0,0,0
random_peptide_220,0,0,0,0,0,0,0,0,0
random_peptide_221,0,0,0,0,0,0,0,0,0
random_peptide_222,0,0,0,0,0,0,0,0,0
random_peptide_223,0,0,0,0,0,0,0,0,0
random_peptide_224,0,0,0,0,0,0,0,0,0
random_peptide_225,0,0,0,1,0,0,0,0,0
random_peptide_226,0,0,0,0,0,0,0,0,0
random_peptide_227,0,0,0,0,0,0,0,0,0
random_peptide_228,0,0,0,0,0,0,0,0,0
random_peptide_229,0,0,0,0,0,0,0,0,0
random_peptide_230,0,0,0,0,0,0,0,0,0
random_peptide_231,0,0,0,0,0,0,0,0,0
random_peptide_232,0,0,0,0,0,0,0,0,0
random_peptide_233,0,0,0,0,0,0,0,0,0
random_peptide_234,0,0,0,0,0,0,0,0,0
random_peptide_235,0,0,0,0,0,0,0,0,0
random_peptide_236,0,0,0,0,0,0,0,0,0
random_peptide_237,0,0,0,0,0,0,0,0,0
random_peptide_238,0,0,0,0,0,0,0,0,0
random_peptide_239,0,0,0,0,0,0,0,0,0
random_peptide_240,0,0,0,0,0,0,0,0,0
random_peptide_241,0,0,0,0,0,0,0,0,0
random_peptide_242,0,0,0,0,0,0,0,0,0
random_peptide_243,0,0,0,0,0,0,1,0,0
random_peptide_244,0,0,0,0,0,0,0,0,0
random_peptide_245,0,0,0,0,0,0,0,0,0
random_peptide_246,0,0,0,0,0,0,0,0,0
random_peptide_247,0,0,0,0,0,0,0,0,0
random_peptide_248,0,0,0,0,0,0,0,0,0
random_peptide_249,0,0,0,0,0,0,0,0,0
random_peptide_250,0,0,0,0,0,0,0,0,0
random_peptide_251,0,0,0,0,0,0,0,0,0
random_peptide_252,0,0,0,0,0,0,0,0,0
random_peptide_253,0,0,0,0,0,0,0,0,0
random_peptide_254,0,0,0,0,0,0,0,0,0
random_peptide_255,0,0,0,0,0,0,0,1,0
random_peptide_256,0,0,0,0,0,0,0,0,0
random_peptide_257,0,0,0,0,0,0,0,0,0
random_peptide_258,0,0,0,0,0,0,0,0,0
random_peptide_259,0,0,0,0,0,0,0,0,0
random_peptide_260,1,1,0,0,0,0,1,0,1
random_peptide_261,0,0,0,0,0,0,0,0,0
random_peptide_262,0,0,0,0,0,0,0,0,0
random_peptide_263,0,0,0,0,0,0,0,0,0
random_peptide_264,0,0,0,0,0,0,0,0,0
random_peptide_265,0,0,0,0,0,0,0,0,0
random_peptide_266,0,0,0,0,0,0,0,0,0
random_peptide_267,0,0,0,0,0,0,0,0,0
random_peptide_268,0,0,0,0,0,0,0,0,0
random_peptide_269,0,0,0,0,0,0,0,0,0
random_peptide_270,0,0,0,0,0,0,0,0,0
random_peptide_271,0,0,0,0,0,0,0,0,0
random_peptide_272,0,0,0,0,0,0,0,0,0
random_peptide_273,0,0,0,0,0,0,0,0,0
random_peptide_274,0,0,0,0,0,0,0,0,0
random_peptide_275,0,0,0,0,0,0,1,0,0
random_peptide_276,0,0,0,0,0,0,0,0,0
random_peptide_277,0,0,0,0,0,0,0,0,0
random_peptide_278,0,0,0,0,0,0,0,0,0
random_peptide_279,0,0,0,0,0,0,0,0,0
random_peptide_280,0,0,0,0,0,0,0,0,0
random_peptide_281,0,0,0,0,0,0,0,0,0
random_peptide_282,0,0,0,0,0,0,0,0,0
random_peptide_283,0,0,0,0,0,0,0,0,0
random_peptide_284,0,0,0,0,0,0,0,0,0
random_peptide_285,0,0,0,0,0,0,0,0,0
random_peptide_286,0,0,0,0,0,0,0,0,0
random_peptide_287,0,0,0,0,0,0,0,0,0
random_peptide_288,0,0,0,0,0,0,0,0,0
random_peptide_289,0,0,0,0,0,0,0,0,0
random_peptide_290,0,0,0,0,0,0,0,0,0
random_peptide_291,0,0,0,0,0,0,0,0,0
random_peptide_292,0,0,0,0,0,0,0,0,0
random_peptide_293,0,0,0,0,0,0,0,0,0
random_peptide_294,0,0,0,0,0,0,0,0,0
random_peptide_295,0,0,0,0,0,0,0,0,0
random_peptide_296,0,0,0,0,0,0,0,0,0
random_peptide_297,0,0,0,0,0,0,0,0,0
random_peptide_298,0,0,0,0,0,0,0,0,0
random_peptide_299,0,0,0,0,0,0,0,0,0
random_peptide_300,0,0,0,0,0,0,0,0,0
random_peptide_301,0,0,0,0,0,0,0,0,0
random_peptide_302,0,0,1,0,0,0,0,0,0
random_peptide_303,0,0,0,0,0,0,0,0,0
random_peptide_304,0,0,0,0,0,0,0,0,0
random_peptide_305,0,0,0,0,0,0,0,0,0
random_peptide_306,0,0,0,0,0,0,0,1,0
random_peptide_307,0,0,1,0,0,0,1,1,0
random_peptide_308,0,0,1,0,0,0,0,1,0
random_peptide_309,0,0,0,0,0,0,0,0,0
random_peptide_310,0,0,0,0,0,0,0,0,0
random_peptide_311,0,0,0,0,0,0,0,0,0
random_peptide_312,0,0,0,0,0,0,0,0,0
random_peptide_313,0,0,0,0,0,0,0,0,0
random_peptide_314,0,0,0,0,0,0,0,0,0
random_peptide_315,0,0,0,0,0,0,0,0,0
random_peptide_316,0,0,0,0,0,0,0,0,0
random_peptide_317,0,0,0,0,0,0,0,0,0
random_peptide_318,0,0,0,0,0,0,0,0,0
random_peptide_319,0,0,0,0,0,0,0,0,0
random_peptide_320,0,0,0,0,0,0,0,0,0
random_peptide_321,0,0,1,0,0,0,1,0,0
random_peptide_322,0,0,0,0,0,0,0,0,0
random_peptide_323,0,0,0,0,0,0,0,0,0
random_peptide_324,0,0,0,0,0,0,0,0,0
random_peptide_325,0,0,0,0,0,0,0,0,0
random_peptide_326,0,0,0,0,0,0,0,0,0
random_peptide_327,0,0,0,0,0,0,0,0,0
random_peptide_328,0,0,0,0,0,0,1,0,0
random_peptide_329,0,0,0,0,0,0,0,0,0
random_peptide_330,0,0,1,0,0,0,0,0,0
random_peptide_331,0,0,0,0,0,0,0,0,0
random_peptide_332,0,0,0,0,0,0,0,0,0
random_peptide_333,0,0,0,0,0,0,0,0,0
random_peptide_334,0,0,0,0,0,0,0,0,0
random_peptide_335,0,0,0,0,0,0,0,0,0
random_peptide_336,0,0,0,0,0,0,0,0,0
random_peptide_337,0,0,0,0,0,0,1,0,0
random_peptide_338,0,0,0,0,0,0,0,0,0
random_peptide_339,0,0,0,0,0,0,0,0,0
random_peptide_340,0,0,0,0,0,0,0,0,0
random_peptide_341,0,0,0,0,0,0,0,0,0
random_peptide_342,0,0,0,0,0,0,0,0,0
random_peptide_343,0,0,0,0,0,0,0,0,0
random_peptide_344,0,0,0,0,0,0,0,0,0
random_peptide_345,0,0,0,0,0,0,0,0,0
random_peptide_346,0,0,0,0,0,0,0,0,0
random_peptide_347,0,0,0,0,0,0,0,0,0
random_peptide_348,0,0,0,0,0,0,0,0,0
random_peptide_349,0,0,0,0,0,0,0,0,0
random_peptide_350,0,0,0,0,0,0,0,1,0
random_peptide_351,0,0,0,0,0,0,0,0,0
random_peptide_352,0,0,0,0,0,0,0,0,0
random_peptide_353,0,0,0,0,0,0,0,0,0
random_peptide_354,0,0,0,0,0,0,0,0,0
random_peptide_355,0,0,0,0,0,0,0,0,0
random_peptide_356,0,0,0,0,0,0,0,0,0
random_peptide_357,0,0,0,0,0,0,0,0,0
random_peptide_358,0,0,0,0,0,0,0,0,0
random_peptide_359,0,0,0,0,0,0,0,0,0
random_peptide_360,0,0,0,0,0,0,0,0,0
random_peptide_361,0,1,0,0,0,0,0,0,0
random_peptide_362,0,0,0,0,0,0,0,0,0
random_peptide_363,0,0,0,0,0,0,0,1,0
random_peptide_364,0,0,0,0,0,0,0,0,0
random_peptide_365,0,0,0,0,0,0,0,0,0
random_peptide_366,0,0,0,0,0,0,0,0,0
random_peptide_367,0,0,0,0,0,0,0,0,0
random_peptide_368,0,0,0,0,0,0,0,0,0
random_peptide_369,0,0,0,0,0,0,0,0,0
random_peptide_370,0,0,0,0,0,0,0,0,0
random_peptide_371,0,0,0,0,0,0,0,0,0
random_peptide_372,0,0,0,0,0,0,0,0,0
random_peptide_373,0,0,0,0,0,0,0,0,0
random_peptide_374,0,0,0,0,0,0,0,0,0
random_peptide_375,0,0,0,0,0,0,0,0,0
random_peptide_376,0,0,0,0,0,0,0,0,0
random_peptide_377,0,0,0,0,0,0,0,0,0
random_peptide_378,0,0,0,0,0,0,0,0,0
random_peptide_379,0,0,0,0,0,0,0,0,0
random_peptide_380,0,0,0,0,0,0,0,0,0
random_peptide_381,0,0,0,0,0,0,0,0,0
random_peptide_382,0,0,0,0,0,0,0,0,0
random_peptide_383,0,0,0,0,0,0,0,0,0
random_peptide_384,0,0,0,0,0,0,0,0,0
random_peptide_385,0,0,0,0,0,0,0,1,0
random_peptide_386,0,0,0,0,0,0,0,0,0
random_peptide_387,0,0,0,0,0,0,0,1,0
random_peptide_388,0,0,0,0,0,0,0,0,0
random_peptide_389,0,0,0,0,0,0,0,0,0
random_peptide_390,0,0,0,0,0,0,0,0,0
random_peptide_391,0,0,0,0,0,0,0,1,0
random_peptide_392,0,0,0,0,0,0,0,1,0
random_peptide_393,0,0,0,0,0,0,0,0,0
random_peptide_394,0,0,0,0,0,0,0,0,0
random_peptide_395,0,0,0,0,0,0,0,1,0
random_peptide_396,0,0,0,0,0,0,0,0,0
random_peptide_397,0,0,0,0,0,0,0,0,0
random_peptide_398,0,0,0,0,0,0,0,0,0
random_peptide_399,0,0,0,0,0,0,0,1,0
random_peptide_400,0,0,0,0,0,0,0,1,0
AAPeptide151,0,0,0,0,0,0,1,1,0
AAPeptide241,0,0,1,0,0,0,0,0,0
AAPeptide138,0,0,0,0,0,0,0,0,0
AAPeptide226,0,0,0,0,0,0,0,0,0
AAPeptide053,0,0,0,0,0,0,0,0,0
AAPeptide072,0,0,0,0,0,0,0,0,0
AAPeptide203,1,1,1,1,1,1,1,1,1
AAPeptide235,0,0,0,0,0,0,0,0,0
AAPeptide078,1,1,1,0,1,1,1,0,1
AAPeptide218,0,0,0,0,0,0,0,0,0
AAPeptide171,1,1,1,1,1,1,1,1,1
AAPeptide223,0,0,0,0,0,0,0,0,0
AAPeptide192,0,0,0,0,0,0,0,0,0
AAPeptide051,0,0,0,0,0,0,0,0,0
AAPeptide179,1,1,1,1,1,1,1,1,1
AAPeptide266,0,1,0,0,0,1,1,1,1
AAPeptide137,0,0,0,0,0,0,1,0,0
AAPeptide044,0,1,1,0,1,1,1,1,1
AAPeptide069,0,0,0,0,0,0,1,1,1
AAPeptide252,0,0,0,0,0,0,0,0,0
AAPeptide003,0,0,1,0,0,0,0,0,0
AAPeptide123,1,1,1,0,1,1,1,1,1
AAPeptide091,0,0,0,0,0,0,0,0,0
AAPeptide099,1,1,1,1,1,1,1,1,1
AAPeptide094,1,1,1,1,1,1,1,1,1
AAPeptide273,0,0,0,0,0,0,0,0,0
AAPeptide183,1,1,1,1,1,1,1,1,1
AAPeptide107,1,1,0,0,1,1,1,1,1
AAPeptide131,0,0,0,0,0,0,0,0,0
AAPeptide060,0,0,0,0,0,0,0,1,0
AAPeptide257,0,0,0,0,0,0,0,0,0
AAPeptide280,0,0,0,0,0,0,0,1,0
AAPeptide267,0,0,0,0,0,0,0,0,0
AAPeptide098,1,1,1,1,1,1,1,1,1
AAPeptide095,1,0,1,1,1,1,1,1,1
AAPeptide211,0,0,0,0,0,0,0,0,0
AAPeptide006,0,1,1,1,0,1,1,1,0
AAPeptide036,0,0,0,0,0,0,0,0,0
AAPeptide208,1,1,1,1,1,1,1,1,0
AAPeptide231,0,0,0,0,0,0,0,0,0
